Equipamento;Razão Social;Situação;Taxa de Depreciação;Valor do Equipamento;
NEUROESTIMULADOR;4;Não Obsoleto;75%;1890.41;
NEUROESTIMULADOR;4;Não Obsoleto;75%;1890.41;
NEUROESTIMULADOR;4;Não Obsoleto;7%;0.00;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;37%;188.14;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
MICROPIPETA;3;Obsoleto;107%;-228.94;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;37%;188.14;
ONDAS CURTAS;4;Obsoleto;107%;-513.97;
ONDAS CURTAS;4;Não Obsoleto;39%;4282.47;
ESFIGMOMANÔMETRO DIGITAL;1;Não Obsoleto;37%;125.42;
ONDAS CURTAS;4;Não Obsoleto;39%;4282.47;
ESFIGMOMANÔMETRO DIGITAL;1;Não Obsoleto;37%;106.96;
DETECTOR DE RADIAÇÃO GEIGER-MULLER - SONDA PANCAKE;2;Não Obsoleto;77%;340.27;
DETECTOR DE RADIAÇÃO GEIGER-MULLER - SONDA PANCAKE;2;Não Obsoleto;77%;340.27;
MICROPIPETA;3;Obsoleto;107%;-228.94;
DETECTOR DE RADIAÇÃO GEIGER-MULLER - SONDA PANCAKE;2;Não Obsoleto;77%;340.27;
ESPECTROFOTÔMETRO;1;Não Obsoleto;37%;3617.81;
ESPECTRÔMETRO;1;Não Obsoleto;37%;4201.73;
ESPIRÔMETRO;1;Não Obsoleto;37%;62712.33;
DETECTOR DE RADIAÇÃO GEIGER-MULLER - SONDA PANCAKE;2;Não Obsoleto;77%;340.27;
ESTEIRA ERGOMÉTRICA;1;Não Obsoleto;37%;3449.18;
ESTEIRA ERGOMÉTRICA;1;Não Obsoleto;37%;3449.18;
ESTIMULADOR ELÉTRICO MULTIFUNCIONAL;1;Não Obsoleto;37%;2125.95;
ONDAS CURTAS;4;Não Obsoleto;29%;4982.47;
ONDAS CURTAS;4;Não Obsoleto;39%;4282.47;
ONDAS CURTAS;4;Não Obsoleto;39%;4282.47;
ONDAS CURTAS;4;Não Obsoleto;39%;4282.47;
ONDAS CURTAS;4;Não Obsoleto;7%;0.00;
ESTIMULADOR ELÉTRICO MULTIFUNCIONAL;1;Não Obsoleto;37%;2125.95;
ESTIMULADOR MAGNÉTICO TRANSCRANIANO;1;Não Obsoleto;37%;1567.81;
ESTIMULADOR MAGNÉTICO TRANSCRANIANO;1;Não Obsoleto;37%;1567.81;
DETECTOR DE RADIAÇÃO GEIGER-MULLER - SONDA PANCAKE;2;Não Obsoleto;37%;940.68;
ESTUFA;1;Não Obsoleto;37%;5016.99;
DETECTOR DE RADIAÇÃO;2;Obsoleto;154%;-4709.35;
ESPECTROSCÓPIO GAMA - ANALISADOR MULTICANAL;2;Não Obsoleto;13%;186736.99;
ESTUFA;1;Não Obsoleto;37%;4248.85;
ESTUFA;1;Não Obsoleto;36%;4993.89;
ESTUFA;1;Não Obsoleto;36%;4993.89;
FLUORÍMETRO;1;Não Obsoleto;37%;3776.71;
FLUXO LAMINAR;1;Não Obsoleto;33%;28111.23;
FLUXO LAMINAR;1;Não Obsoleto;32%;38993.09;
FLUXO LAMINAR;1;Não Obsoleto;31%;18149.67;
FLUXO LAMINAR;1;Não Obsoleto;36%;21009.97;
FOCO CIRÚRGICO AUXILIAR;1;Não Obsoleto;30%;4898.08;
FONTE DE LUZ;1;Não Obsoleto;37%;302.90;
FONTE DE LUZ;6;Não Obsoleto;37%;35139.58;
FONTE DE LUZ;1;Não Obsoleto;37%;302.90;
FONTE DE LUZ;1;Não Obsoleto;37%;302.90;
FONTE DE LUZ;1;Não Obsoleto;37%;302.90;
FONTE DE LUZ;1;Não Obsoleto;37%;302.90;
FLUXÍMETRO;2;Não Obsoleto;12%;4386.30;
MANÔMETRO;2;Obsoleto;156%;-111.07;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MANÔMETRO;2;Obsoleto;156%;-111.07;
MANÔMETRO;2;Obsoleto;156%;-111.07;
FOTÓFORO;1;Não Obsoleto;37%;4404.91;
FOTÓFORO;1;Não Obsoleto;37%;4404.91;
FOTÓFORO;1;Não Obsoleto;37%;4404.91;
FOTÓFORO;1;Não Obsoleto;37%;4404.91;
FOTÓFORO;1;Não Obsoleto;37%;4404.91;
FOTÓFORO;1;Não Obsoleto;37%;4404.91;
FOTÓFORO;1;Não Obsoleto;37%;4404.91;
FOTÓFORO;1;Não Obsoleto;37%;4404.91;
MANÔMETRO;2;Obsoleto;156%;-111.07;
MANÔMETRO;2;Não Obsoleto;77%;45.37;
MANÔMETRO;2;Não Obsoleto;77%;45.37;
MANÔMETRO;2;Não Obsoleto;67%;65.37;
MANÔMETRO;2;Não Obsoleto;56%;88.93;
MANÔMETRO;2;Não Obsoleto;7%;0.00;
MULTÍMETRO;2;Não Obsoleto;77%;90.74;
PAQUÍMETRO;2;Não Obsoleto;77%;680.55;
PESO PADRÃO;2;Não Obsoleto;77%;499.07;
PESO PADRÃO;2;Não Obsoleto;77%;499.07;
PESO PADRÃO;2;Não Obsoleto;77%;499.07;
PESO PADRÃO;2;Não Obsoleto;77%;499.07;
PESO PADRÃO;2;Não Obsoleto;77%;499.07;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GERADOR DE FLUXO;6;Não Obsoleto;37%;846.62;
GUINCHO PARA PACIENTE;7;Não Obsoleto;35%;3930.03;
GUINCHO PARA PACIENTE;7;Não Obsoleto;35%;3930.03;
GUINCHO PARA PACIENTE;7;Não Obsoleto;35%;3930.03;
HEMODIALISADORA;1;Não Obsoleto;35%;52299.41;
PESO PADRÃO;2;Não Obsoleto;77%;499.07;
PESO PADRÃO;2;Não Obsoleto;77%;499.07;
HOMOGENEIZADOR;1;Não Obsoleto;37%;913.72;
IMPEDANCIÔMETRO;1;Não Obsoleto;37%;12542.47;
IMPEDANCIÔMETRO;1;Não Obsoleto;37%;10033.97;
TERMÔMETRO;2;Obsoleto;117%;-20.81;
INCUBADORA DE CO2;1;Não Obsoleto;29%;19968.22;
TERMÔMETRO;2;Obsoleto;117%;-20.81;
TERMÔMETRO;2;Obsoleto;117%;-20.81;
INSUFLADOR;1;Não Obsoleto;37%;4076.30;
INSUFLADOR;1;Não Obsoleto;37%;4076.30;
INSUFLADOR;1;Não Obsoleto;37%;4076.30;
INSUFLADOR;1;Não Obsoleto;37%;4076.30;
INSUFLADOR;1;Não Obsoleto;37%;4076.30;
LASER;6;Não Obsoleto;37%;2125.95;
LAVADORA DE ENDOSCÓPIOS;1;Não Obsoleto;31%;44187.29;
TERMÔMETRO;2;Obsoleto;108%;-9.53;
TERMÔMETRO;2;Obsoleto;107%;-8.81;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA DE TRANSPORTE;7;Não Obsoleto;36%;10921.92;
MACA OBSTÉTRICA ELÉTRICA;1;Não Obsoleto;35%;13861.00;
TERMÔMETRO;2;Obsoleto;107%;-8.81;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
MARCAPASSO EXTERNO;1;Não Obsoleto;29%;12772.60;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
MESA ELÉTRICA ORTOSTÁTICA;1;Não Obsoleto;37%;5016.99;
MICRO CT;6;Não Obsoleto;37%;11288.22;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;407.63;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1093.08;
MICROPIPETA;1;Não Obsoleto;37%;1093.08;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1093.08;
MICROPIPETA;1;Não Obsoleto;37%;1093.08;
MICROPIPETA;1;Não Obsoleto;37%;1093.08;
MICROPIPETA;1;Não Obsoleto;37%;1093.08;
MICROPIPETA;1;Não Obsoleto;37%;877.97;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1755.95;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1755.95;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;39%;1895.57;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;1;Não Obsoleto;37%;1955.37;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MICROSCÓPIO;1;Não Obsoleto;37%;12542.47;
MICROSCÓPIO;1;Não Obsoleto;33%;54773.33;
MICROSCÓPIO;7;Não Obsoleto;37%;4312.12;
TERMÔMETRO;2;Obsoleto;107%;-8.81;
TERMÔMETRO;2;Não Obsoleto;97%;3.19;
MICROSCÓPIO;7;Não Obsoleto;37%;4312.12;
MÓDULO DE CAPNOGRAFIA;1;Não Obsoleto;37%;8152.60;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
MÓDULO DE PRESSÃO INVASIVA;1;Não Obsoleto;37%;2664.63;
MÓDULO DE PRESSÃO INVASIVA;1;Não Obsoleto;37%;2642.70;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR;1;Obsoleto;158%;-5775.34;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR;6;Não Obsoleto;37%;13308.21;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR;1;Não Obsoleto;37%;6271.23;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;78641.26;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MONITOR MULTIPARAMÉTRICO;7;Não Obsoleto;37%;9782.56;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MONITOR MULTIPARAMÉTRICO;7;Não Obsoleto;37%;9782.56;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;12542.47;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;13059.84;
TERMÔMETRO;2;Não Obsoleto;97%;3.19;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;13059.84;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MICROPIPETA;3;Obsoleto;107%;-228.94;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
OXIMETRO DE PULSO;4;Não Obsoleto;98%;82.27;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;36%;12789.04;
PAINEL DE CONTROLE PARA ELETROMIÓGRAFO;4;Não Obsoleto;7%;27203.02;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;13059.84;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
MONITOR MULTIPARAMÉTRICO;7;Não Obsoleto;37%;15298.88;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Obsoleto;107%;-7342.47;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;97%;2657.53;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;97%;2657.53;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;97%;2657.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;13059.84;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;37%;7873.53;
MONITOR MULTIPARAMÉTRICO;6;Não Obsoleto;36%;12789.04;
NASOFARINGOLARINGOSCÓPIO;1;Não Obsoleto;37%;12670.46;
NASOFARINGOLARINGOSCÓPIO;1;Não Obsoleto;37%;15063.26;
NASOFARINGOLARINGOSCÓPIO;1;Não Obsoleto;37%;15063.26;
NASOFARINGOLARINGOSCÓPIO;1;Não Obsoleto;33%;14347.31;
NASOFARINGOLARINGOSCÓPIO;1;Não Obsoleto;37%;12670.46;
NASOFARINGOLARINGOSCÓPIO;1;Não Obsoleto;33%;14353.73;
NASOFARINGOLARINGOSCÓPIO;1;Não Obsoleto;37%;15063.26;
OFTALMOSCÓPIO INDIRETO;1;Não Obsoleto;37%;12117.90;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;97%;2657.53;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;97%;2657.53;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;97%;2657.53;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;97%;2657.53;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;87%;12657.53;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;80%;19945.21;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
PAQUÍMETRO DIGITAL;6;Não Obsoleto;33%;538.26;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;80%;19945.21;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;80%;19945.21;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;80%;19945.21;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;77%;22684.93;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;71%;29315.07;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;71%;29315.07;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;67%;32684.93;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;67%;32684.93;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;67%;32684.93;
PESO PADRÃO;1;Não Obsoleto;32%;1487.56;
PESO PADRÃO;1;Não Obsoleto;37%;1379.67;
PESO PADRÃO;1;Não Obsoleto;37%;1211.87;
PESO PADRÃO;1;Não Obsoleto;32%;3100.31;
PESO PADRÃO;1;Não Obsoleto;32%;1487.56;
PESO PADRÃO;1;Não Obsoleto;32%;1487.56;
PHMETRO;1;Não Obsoleto;37%;1881.37;
PHMETRO;1;Não Obsoleto;37%;2393.10;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
PIPETADOR;1;Não Obsoleto;37%;1881.37;
PIPETADOR;1;Não Obsoleto;37%;1881.37;
PIPETADOR;1;Não Obsoleto;37%;627.12;
PIPETADOR;1;Não Obsoleto;37%;627.12;
PIPETADOR;1;Não Obsoleto;37%;1881.37;
PIPETADOR;1;Não Obsoleto;37%;627.12;
PREPARADOR DE AMOSTRAS;1;Não Obsoleto;37%;19804.55;
PROCESSADORA DE IMAGEM;6;Não Obsoleto;37%;51476.86;
PROCESSADORA DE IMAGEM;1;Não Obsoleto;37%;6459.37;
PROCESSADORA DE IMAGEM;1;Não Obsoleto;37%;56441.10;
PROCESSADORA DE IMAGEM;1;Obsoleto;158%;-51978.08;
PROCESSADORA DE IMAGEM;1;Não Obsoleto;37%;56441.10;
PROCESSADORA DE IMAGEM;1;Não Obsoleto;37%;56441.10;
PROGRAMADOR DE APARELHOS AUDITIVOS;1;Não Obsoleto;37%;12542.47;
PROGRAMADOR DE APARELHOS AUDITIVOS;1;Não Obsoleto;37%;12542.47;
PROGRAMADOR DE APARELHOS AUDITIVOS;1;Não Obsoleto;37%;12542.47;
TERMÔMETRO;2;Não Obsoleto;17%;99.16;
RACK DE MÓDULOS;1;Não Obsoleto;34%;2976.16;
RACK DE MÓDULOS;1;Não Obsoleto;34%;2976.16;
RACK DE MÓDULOS;1;Não Obsoleto;37%;1254.25;
RACK DE MÓDULOS;1;Não Obsoleto;34%;2976.16;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;67%;32684.93;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;90%;10383.56;
RAIO-X DIGITAL;6;Não Obsoleto;37%;752547.95;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
RAIO-X MÓVEL;7;Não Obsoleto;37%;214916.71;
PERFURADOR CIRÚRGICO;4;Não Obsoleto;95%;5123.29;
RAIO-X MÓVEL;6;Não Obsoleto;37%;212609.52;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
TERMÔMETRO;2;Não Obsoleto;17%;99.16;
REPIPETADOR;1;Não Obsoleto;37%;913.72;
SELADORA DE PAPEL GRAU CIRÚRGICO;1;Não Obsoleto;37%;1254.25;
SEQUENCIADOR AUTOMÁTICO DE DNA;1;Não Obsoleto;33%;253884.36;
SEQUENCIADOR AUTOMÁTICO DE DNA;1;Não Obsoleto;37%;11965.14;
SERRA CIRÚRGICA;1;Não Obsoleto;37%;37627.40;
SIMULADOR DE PACIENTE;6;Não Obsoleto;42%;44012.62;
SIMULADOR DE PACIENTE;6;Não Obsoleto;34%;78300.27;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
TERMÔMETRO;2;Não Obsoleto;87%;15.19;
TERMÔMETRO;2;Não Obsoleto;81%;22.52;
TERMOCICLADOR;1;Não Obsoleto;37%;1045.42;
TERMOCICLADOR;1;Não Obsoleto;37%;17297.31;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;35%;149.03;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;35%;149.03;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;6;Não Obsoleto;37%;113.72;
TERMOHIGRÔMETRO DIGITAL;7;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
MICROPIPETA;3;Não Obsoleto;87%;394.66;
MICROPIPETA;3;Não Obsoleto;87%;394.66;
MICROPIPETA;3;Não Obsoleto;87%;394.66;
MICROPIPETA;3;Não Obsoleto;87%;394.66;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
MICROPIPETA;3;Não Obsoleto;77%;707.32;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
TERMOHIGRÔMETRO DIGITAL;1;Não Obsoleto;37%;75.25;
